Name_Category,ESM356_H_1_1,ESM356_H_1_2,ESM356_H_2_1,ESM356_H_2_2,ESM356_H_3_1,ESM356_H_3_2,ESM356_D_1_1,ESM356_D_1_2,ESM356_D_2_1,ESM356_D_2_2,ESM356_D_3_1,ESM356_D_3_2,CDC48_H_1_1,CDC48_H_1_2,CDC48_H_2_1,CDC48_H_2_2,CDC48_H_3_1,CDC48_H_3_2,CDC48_D_1_1,CDC48_D_1_2,CDC48_D_2_1,CDC48_D_2_2,CDC48_D_3_1,CDC48_D_3_2
YDR074W,81552.5,78696.9,78929.53,73741.48,76360.164,74502.1,82204.56,86786.01,86415.81,79649.46,85526.484,78587.25,61947.863,52381.508,57861.61,46938.582,57757.07,50201.66,58998.348,55964.703,57445.277,57942.387,62412.773,55008.184
YLR300W,83384.34,78539.53,89260.17,82454.766,87778.234,85229.95,92255.45,91880.84,81614.75,75146.53,81806.93,76605.21,63036.582,59707.133,60456.445,56484.156,64612.113,59165.125,64958.715,57477.492,62860.11,57145.98,62648.676,60775.93
YER026C,8852.589,8890.884,10086.064,10002.597,9373.716,9644.521,9761.406,10487.034,8891.756,9001.216,8649.277,8617.92,7413.0625,6724.987,6812.42,6447.292,7375.933,6689.218,6401.2305,7129.4453,7125.758,7044.1455,7172.684,6876.1133
YDL198C,12344.1045,12004.709,12780.173,12743.959,13198.521,12645.835,12922.594,12420.785,10883.151,10918.496,11749.558,11396.266,9459.205,9398.773,8601.201,8486.605,9605.955,8802.15,8640.189,9175.927,8655.524,7914.2607,9686.441,9911.962
YER080W,22883.797,22797.492,24682.93,24227.506,23671.959,23846.215,25619.38,24523.559,23237.793,23163.242,22543.777,21470.83,20054.55,18555.93,17098.633,17174.375,18268.094,18659.688,16231.205,17087.098,17305.875,17213.818,18430.21,18199.275
YDR031W,10263.822,8950.187,10564.394,11019.331,11467.755,10309.816,10442.578,10998.179,11417.865,9897.267,10610.172,9676.24,7683.871,7074.2773,7968.245,7409.6636,9339.815,8618.223,7097.365,6422.265,7808.342,8102.67,8415.6875,8304.885
YBR196C,538082.75,532002.2,570034,579799.7,539729.3,569321.1,467721.88,575240.06,542303.75,580599,515981.8,536513.8,393115.44,346576.34,383993.34,363194.75,435663.97,415700.7,450072.88,467233.25,466623.75,468321,440254.75,433050.56
YLR083C,7857.5693,8186.02,7601.772,9005.343,7853.7866,8782.435,7642.4795,9750.452,7993.915,8166.7075,7933.871,8017.1416,6426.7656,4498.774,6542.9956,5264.7656,5612.8003,6078.6113,6276.841,6271.569,6340.8535,6685.618,7011.422,5598.8237
YML100W,112953.58,128073.7,114920.625,133078.78,121438.36,109415.2,128559.06,142696.12,117406.17,137016.4,117510.77,121621.89,98143.89,82803.98,95610.39,81622.38,93814.98,85798.43,95152.67,107757.91,111125.91,92096.63,117758.76,90793.44
YCL028W,26681.328,29696.28,27522.766,31790.432,27661.777,29490.29,25839.842,31116.762,24334.738,28025.95,21623.46,26322.352,19899.932,16256.41,18560.6,18558.941,19517.129,23493.303,19561.518,20647.88,16607.982,25702.174,22504.115,23997.56
YPL228W,8222.204,9415.639,8218.322,8902.712,9933.606,7965.283,9768.02,9225.774,6683.744,7851.421,6337.1445,7671.7974,4691.447,6227.6777,5038.2993,6562.716,5149.439,5676.094,5714.726,7402.266,7221.392,8075.52,6349.0615,6700.3867
YDR354W,4431.717,4630.484,4810.1787,4518.8115,4896.885,4821.318,4541.045,4594.847,3204.192,4642.998,3469.401,4649.113,3532.4253,3081.7861,1965.6532,2701.9302,3197.8083,3280.0874,3210.1968,3113.8674,3313.3752,3030.5784,3653.213,3414.739
YPR121W,67797.766,66276.93,51577.242,59690.004,61319.188,71782.625,58680.586,72179.73,62327.35,63310.273,54183.668,64673.465,34805.594,35881.38,34039.746,36487.57,34052.58,38011.26,36554.555,41887.605,52455.02,55689.016,48115.46,50521.53
YPR127W,179732.97,200199.72,162906.77,186652.1,170575.72,185071.56,121945,197586.08,191478.05,209539.78,200559.94,217208.06,114622.234,115172.31,113180.734,119840.96,98864.89,104650.7,136452.7,142862.58,144416.69,161911.6,138824.44,146510.86
YJL052W,1870906.5,2172600.8,1823347.4,2005897.6,1819520.9,2171797.2,1522291.2,2119799.5,1972959.1,2480676.5,1816735,2326899.5,1671841.1,1338836.9,1217126,1124959.8,1135437.4,1142355.5,1610101,1371356,1471825.5,1410298.2,1513351.4,1676936.5
YPL203W,6258.222,7723.7383,6845.3784,8784.099,5635.7817,8447.509,4902.0806,7383.265,6411.8164,7518.731,6074.862,7537.1455,3962.0073,4278.839,4509.3833,3597.6865,4719.8286,3903.565,3613.523,5256.1035,4594.917,5429.3706,3804.253,5009.2695
YDR248C,2318.6777,2497.3284,2864.0132,2815.3208,2227.7722,2846.741,3092.087,2765.003,2201.9675,2739.6416,1729.3462,2732.2346,1654.6195,1756.4413,1591.5696,1863.5007,1549.8702,1256.3018,1771.8867,2353.648,1736.3896,2089.7493,1945.7997,2171.12
YBR269C,12001.457,17512.17,17536.676,20028.078,16431.48,19258.541,17036.69,20594.762,15682.008,19608.46,15341.458,17929.703,11468.58,14646.465,10912.547,12639.734,10100.724,12877.266,6804.9204,14901.264,11693.755,14937.253,11691.582,16027.225
YGR205W,9131.198,14660.843,12481.787,16198.451,12044.729,16099.59,14298.103,16664.146,13082.535,16139.3125,12470.798,15326.138,9590.852,9517.877,8526.865,9623.175,8027.3726,8364.269,8693.122,11003.235,8587.903,11498.978,10524.164,11396.854
YCL050C,42672.58,43772.176,47720.934,48125.53,40961.062,55140.62,51532.707,56563.113,44573.21,54123.92,30897.123,48039.516,30519.688,26755.328,28968.996,27998.404,39060.152,34578.395,36122.92,36530.016,36357.97,37753.227,36742.64,34242.996
YJR062C,5669.268,6467.0796,7499.5674,8842.287,7454.087,8531.505,9619.746,9220.856,5387.8423,7270.9814,5941.861,7388.58,3665.2239,4998.3647,5275.4053,4251.2266,6272.115,5218.4463,4486.932,5013.4307,6525.872,4593.4336,4713.343,5132.75
YHR016C,10888.861,11662.866,11518.084,10991.744,11540.442,11711.976,11365.887,10515.651,11765.645,9049.374,11302.818,10869.254,7305.694,9923.543,7389.755,8671.199,8183.476,8643.523,8348.5,9668.383,8392.713,8960.685,6323.913,9318.933
YJR142W,9285.133,9744.178,10046.838,8371.6,8521.709,9634.162,9432.338,8503.473,9487.895,9222.943,9601.326,9303.605,6595.4043,9028.838,5862.2427,8266.452,6563.49,8188.2544,6574.0664,8086.1504,7078.3477,8622.775,7363.527,8648.836
YER063W,27217.07,28481.266,27737.121,27879.67,26653.836,28400.504,27657.06,27153.162,26327.223,28471.94,25549.29,28254.781,22129.88,23789.045,19955.637,22440.232,20823.06,22470.307,20610.883,22045.537,20820.71,23201.162,21574.973,24139.266
YKL182W,150394.25,152001.66,153354.39,153408.19,156358.5,142804.98,151619.95,154788.62,143316.67,137109.08,142316.89,137680.1,117091.484,120679.055,122221.375,123075.39,121943.07,127497.97,110949.03,116320.03,120060.016,119936.29,113732.36,119235.22
YPL004C,342665.97,377673.2,371516.7,394806.06,353844.38,360002.5,399840.56,386932.72,365347.2,367867.9,359675.97,353760.12,290542.5,284104.44,287662.56,294072.28,291511.84,302231.06,287158.22,288487.9,307289.12,299946.94,300205.06,297656.22
YPL123C,15957.956,15707.057,16145.127,16833.867,16602.906,16497.494,16338.143,17287.746,15836.918,14904.703,15670.004,15873.735,13693.434,13242.665,12668.476,12578.349,13153.213,12547.326,12301.684,11866.071,12476.672,12613.396,12859.331,13649.524
YLR429W,28126.54,29245.074,27625.004,30304.62,29636.123,29571.297,27698.39,31730.73,28111.45,29765.24,26776.691,28369.152,24492.889,25216.164,22191.164,24325.05,21992.164,22574.68,21303.008,22716.873,23268.223,22951.646,22443.787,23682.086
YKR058W,5796.0415,6424.959,6513.784,6989.7783,6810.298,6819.805,6360.1885,7286.382,5529.825,6068.573,6080.007,6760.513,5495.8867,5534.2104,5132.184,5444.958,4812.9487,4937.1973,4580.2803,4896.3457,4813.217,5207.662,4544.2114,5261.94
YGL001C,10254.506,9652.832,9293.256,10739.429,9155.277,10565.745,9497.326,10203.996,8476.026,9785.814,8774.975,9294.102,8126.149,7520.1875,8079.923,7287.0195,7942.008,7870.6196,7974.1655,7888.166,7443.634,7485.6514,8923.747,7725.9727
YER043C,323333.53,315450.62,309666.47,325051.06,292487.78,318947.28,298850.62,309016.88,304332.06,318127.53,325578.22,314850.06,270818.4,233179.38,288461.78,245522.34,275500.34,246308.56,250406.53,238015.27,209572.25,245169.66,263177.25,234280.14
YDL092W,5420.077,5616.001,5658.6226,5530.6055,5886.328,6059.289,5833.122,5927.242,5044.6826,6131.2705,4966.786,5193.869,4574.1787,4710.27,4583.0337,4304.259,5204.423,4612.964,3974.8228,4311.683,4243.1274,4576.2725,4396.934,3964.42
YDR284C,12312.439,11400.292,11021.643,12508.086,11126.136,13515.356,11306.081,12389.179,11459.12,9186.894,11369.277,11015.587,9925.886,8571.722,3748.5793,8161.9727,9336.408,9011.586,9703.819,8564.064,8474.656,6935.8994,10925.608,8473.021
YLR163C,7019.4575,6682.075,8318.609,7920.163,7720.9004,6578.5347,6663.39,7106.7305,5878.708,6674.2373,6248.9854,5908.507,5486.611,5509.38,4154.54,4812.1904,5242.619,5850.723,5103.684,6081.1973,4576.8145,5257.1484,6681.6216,5508.174
YJL068C,23223.111,19853.215,23334.96,21979.555,21575.246,20365.084,22156.035,22426.984,21218.262,21134.28,21197.684,20619.104,17188.82,16147.809,15973.525,15351.196,17559.703,16562.291,17128.156,14905,17169.287,16662.637,18500.049,17699.676
YOR257W,5694.6504,5318.681,5910.001,5806.134,5514.6655,5160.6133,6313.917,6142.414,5706.393,5401.6304,5285.2715,5500.2646,4866.306,4487.4805,4108.0747,3801.5264,4377.5615,4303.342,4360.3237,4319.9453,4575.929,4289.4927,4799.3296,4576.4536
YFR049W,13165.169,11790.379,16220.17,14370.8955,12971.287,12117.075,15412.362,14606.863,13292.596,14342.013,12504.54,11663.348,11495.593,11927.651,9468.841,9100.43,10414.355,10117.788,9695.935,9283.059,9606.68,10370.018,11066.884,10811.444
YHR017W,3005.4136,2856.2546,3541.6138,3342.1746,3159.0535,3107.334,3378.0957,3222.5103,2928.647,2834.1404,2757.9478,2716.249,2715.2654,2388.43,2152.7644,2510.4766,2675.7673,2433.3848,2572.0894,2301.478,2274.6255,2229.81,2778.4531,2618.7688
YML078W,55368.1,50182.977,62318.312,70024.7,63378.027,59069.332,67959.36,65858.336,51494.906,53361.047,50727.566,51424.176,41533.004,43375.41,40231.5,54123.895,48392.32,42906.723,41691.49,44317.594,46212.043,42468.2,44507.85,45504.1
YML120C,19695.639,24310.133,28447.312,27569.803,27145.69,25647.902,23538.176,26284.172,19357.654,23226.383,18884.36,19012.738,13535.497,17059.02,15485.717,15347.972,22602.525,19090.344,22360.387,18342.611,18953.602,16213.959,15923.342,16153.311
YMR237W,8564.421,9033.59,12138.555,11296.711,12973.542,12398.297,12397.374,11161.22,8295.6875,8913.933,8123.2236,7972.3,7539.0957,8604.43,8171.705,8340.779,8825.815,9197.434,9795.164,8950.726,10336.285,8178.088,8323.785,8174.197
YER141W,8755.633,9051.594,8872.567,8966.673,9221.028,9217.822,11844.541,9657.616,8814.285,8653.337,8541.92,10366.095,7684.8384,6818.5747,7848.1455,6360.983,7917.1934,8246.662,6886.6406,6751.006,6705.7217,6786.302,4400.782,7615.248
YHR198C,3968.208,5019.6523,6173.057,6233.9253,5259.5786,4728.2344,6504.5835,5368.417,6899.622,5489.558,4689.1553,6534.464,4338.694,3820.9907,3563.3806,4001.965,4361.258,3935.9905,3849.2183,3819.235,3693.7083,3647.6138,3075.6753,4081.7441
YGL153W,3114.6025,6316.0273,6562.3774,6685.811,6075.1206,7598.445,6112.986,6303.3306,7047.6055,7162.829,3469.3228,6381.731,7092.6504,3729.6953,3125.5422,3474.3364,5849.88,3607.1025,3531.95,3412.3877,3178.8618,6138.5947,5726.86,3553.6592
YHR051W,34435.387,34332.96,35432.883,38156.016,35060.145,33352.934,37336.56,35094.133,28337.113,31329.516,27444.105,28641.416,30654.844,27910.95,24650.244,24525.422,29397.959,30446.105,27445.215,25306.668,25286.896,28175.121,26759.785,29859.766
YPR034W,7684.496,7066.9565,8074.133,8294.565,7674.2246,8743.473,7822.0376,7786.207,7116.726,7384.063,6728.1133,7159.6685,7312.0645,6400.7407,6454.2085,5639.4956,6836.841,6307.5557,6330.236,5926.6836,6082.9443,5876.095,6591.54,6426.0234
YBR248C,20259.82,22039.744,20903.893,22327.547,20975.045,21223.86,19788.152,18912.125,16933.91,19214.86,18136.672,20168.922,16591.229,18274.602,15600.502,16990.105,17199.797,18983.732,16051.191,17399.266,16962.598,17204.625,16842.998,18071.604
YER073W,34808.906,37080.746,35742.562,38474.48,35402.72,37226.047,34718.242,33086.54,31124.832,33875.07,29653.266,34234.133,30230.266,33020.31,29743.14,32679.268,32821.51,33654.566,26769.533,22564.654,28276.299,27864.955,28551.305,30641.785
YNL098C,30058.594,29844.217,27588.133,30876.783,29181.193,29605.992,23177.848,29940.549,23361.98,26636.957,26060.008,26846.893,21559.45,20470.459,23015.111,20879.256,23183.795,21785.3,22280.68,20021.074,22350.086,20826.387,22096.67,21384.54
YCR052W,6241.908,6433.538,6608.1445,5950.36,6753.131,6056.924,2962.4507,6829.7344,5224.1904,5398.5586,5520.042,4538.475,5031.424,4082.776,4406.046,3930.8135,5136.47,5040.56,3788.6855,4327.9824,5287.594,4407.383,5487.5557,4500.5063
YLR290C,10880.416,12268.3125,13510.316,12726.033,10837.51,12610.966,6616.4346,13931.482,5781.589,12151.436,10570.046,11290.854,7942.081,6007.054,8020.4893,5610.3115,9271.244,9828.395,7507.8555,8387.621,7784.479,8191.852,8732.495,8414.055
YMR290C,4516.289,4982.302,4577.2363,4537.62,4354.732,5129.7925,3785.3354,5419.0435,3578.1292,4809.9604,4079.2913,4791.606,3984.2979,3503.4766,4141.2656,3763.0427,3444.0913,3465.9038,3539.9478,2752.335,2552.016,3396.3237,3784.9463,3680.0461
YGR082W,14640.545,14765.994,15095.881,15647.035,16127.683,15135.853,9525.421,17268.672,13557.689,15349.824,13599.349,13956.238,13132.544,12472.053,11647.202,11658.807,12458.623,13390.497,11766.105,12462.3,9142.811,12650.188,13389.853,13301.4795
YPL059W,12883.262,15324.627,12664.803,17269.36,13909.395,15889.93,7908.9463,17233.725,13758.968,16128.785,9458.082,13564.574,12537.699,11561.894,10932.328,11831.433,13125.864,13085.981,10868.56,10932.117,10101.976,11738.292,10319.577,12994.528
YER055C,33742.375,33046.9,31049.938,33917.51,28652.598,33879.703,25884.104,29287,27168.508,31330.428,31252.322,30332.979,30648.5,31345.018,21175.414,22644.803,26808.941,26471.883,23087.367,23787.348,19897.988,25373.076,20517.45,27120.004
YHR018C,99034.15,105247.625,89967.05,93923.41,94293.55,106225.445,81989.47,93951.11,71309.77,94333.734,84485.78,87217.875,75847.7,85751.17,68590.95,78389.99,70407.09,80039.51,65690.875,75771.47,69027.55,70140.25,60642.156,96215.07
YHR097C,7298.1484,7057.6855,6730.4136,7527.9736,6521.66,7953.5635,6149.6606,7837.8955,5947.42,6737.7754,6425.1035,6654.3936,5097.9883,6951.897,5624.719,5848.694,5797.1577,6299.2686,4774.3535,5297.328,4725.5503,5371.6973,4912.047,6409.13
YNL180C,12939.453,13735.884,13199.027,13255.223,12777.686,14484.004,13248.406,14157.06,11951.444,13271.391,11407.27,12496.793,10876.812,11994.092,8479.387,9788.636,10441.16,12133.348,8924.791,10332.256,8616.49,9850.166,9779.647,10976.092
YDL178W,7879.6934,8284.206,8875.109,9503.158,7894.545,8866.885,9046.572,10601.5625,7710.5127,8444.857,7760.655,8733.865,7236.2285,7941.6924,6338.2607,6482.523,6771.5127,7400.7266,6697.0674,7028.0986,5037.11,6206.879,6421.1875,7391.1206
YMR061W,2941.8193,3163.9067,3109.4082,3312.4656,2722.3105,3195.582,3065.6724,3529.7725,2814.512,3179.2952,2985.9724,2808.7705,2330.2256,2687.7476,2277.9463,2143.2642,2581.6887,2431.841,2499.019,2568.9297,2268.6843,2361.8547,2437.9487,2659.8818
YFR024C-A,22141.117,25203.72,23949.594,25773.115,23038.488,25551.766,19064.193,27381.39,18298.844,23270.459,20321.951,23564.412,18012.566,21206.385,14718.066,16711.412,17308.582,19262.754,17999.746,21062.594,18544.889,19599.078,19585.033,18983.334
YGR275W,8985.283,9928.8125,9539.846,10647.76,8418.255,10437.697,7862.637,10301.494,7935.317,9235.292,7857.616,8907.889,7615.562,8860.274,7364.538,8319.881,8317.242,8765.575,6830.7812,7957.823,7202.0596,8293.41,7249.4463,8141.6636
YOR176W,8466.5,8182.3506,8301.279,9019.791,8025.257,8857.944,7262.38,8484.511,8274.353,8342.577,7604.4995,7521.453,7389.077,8162.712,6845.4536,7059.6,7601.1914,8193.108,5926.742,6240.5537,5842.1904,6933.1436,6682.5093,7385.096
YMR212C,5771.56,5397.29,4891.3105,5355.076,5121.418,5931.2437,4541.917,5993.2656,3653.3242,4710.7627,4736.76,4994.5356,4145.8555,4503.956,5149.5093,4536.9404,4323.5947,4494.5947,3389.0947,4322.302,3862.5713,4516.039,4462.671,4180.73
YMR091C,9117.697,8903.1455,7452.2656,8460.229,8412.154,9493.064,8254.902,10271.645,6856.281,8294.878,8158.499,8464.071,7128.192,8483.015,8349.464,9205.886,6945.949,8148.9917,6152.991,7914.739,6433.011,8037.0234,7241.8706,8103.346
YBR123C,3106.2925,2652.445,3246.9272,3595.9246,2745.7273,3465.4448,2807.4321,3571.2393,2659.0037,3411.8477,2779.9624,2426.418,2392.3157,2893.1567,2706.1245,3181.1943,2894.239,2750.6257,1872.2355,2563.9517,2457.9167,2911.167,2720.5671,3246.507
YJR060W,14903.862,15873.808,13463.607,16762.467,10460.41,15140.884,11720.136,17227.902,11442.632,13647.92,11310.124,13287.544,11365.432,14008.772,10054.149,11061.893,10881.175,13863.345,10073.711,13232.145,9433.811,12955.375,11816.623,12795.688
YIL065C,10235.63,11081.66,10090.55,11425.167,8849.084,10170.491,7385.873,11476.049,8399.608,10750.396,8999.969,10532.3545,7897.73,9376.047,7935.791,8777.855,7750.525,10629.973,6653.543,9287.441,5397.971,9383.951,7636.644,9785.917
YCR028C-A,55388.336,61829.96,49415.22,58483.812,49224.426,54105.867,44342.88,60411.46,39997.5,57582.92,45211.223,56137.9,32667.443,54976.598,35071.727,48140.098,35393.496,49962.08,35883.797,49405.086,33297.168,53828.6,45746.355,51544.58
YER159C,7548.541,8382.889,6834.084,8211.164,6391.3027,8108.3657,6712.5874,8024.3887,5122.998,7516.0156,5385.6235,7654.509,3139.4714,4996.375,3890.305,5209.737,3993.78,5843.803,4054.2996,5991.8647,3488.3809,6454.444,5845.5693,6517.867
YNR017W,9462.228,11294.155,7377.241,11853.621,6449.5303,9513.486,7076.597,10791.69,5318.7183,9796.742,7432.3696,10601.195,4289.2686,6624.0254,7614.4585,7966.8877,6111.9414,7774.2983,4396.45,8333.234,6243.1836,8752.072,9174.2705,8365.475
YHR087W,70020.33,94051.75,69548.71,83113.5,66853.484,75055.74,60270.92,80071.16,45313.1,87732.33,54653.188,88549.4,48261.945,68985.016,64423.914,64508.207,49433.957,62270.82,44428.62,63109.047,31438.043,66167.7,48098.38,60843.25
YJL053W,5198.6743,7011.9956,4613.2695,6745.6914,5098.3086,6830.759,5286.7324,7298.7544,4796.942,6641.81,5242.496,6660.7275,4004.2358,4932.773,4233.7275,5117.0664,4740.0537,5266.963,3510.4514,4488.201,3782.0913,5334.385,4525.2754,5377.585
YDL014W,56871.76,54407.016,53436.78,62753.098,53357.73,32164.977,34272.1,62582.027,56922.18,65321.707,60755.11,73247.84,29476.85,45395.68,46097.887,49952.5,27696.678,60521.85,19907.58,51889.297,37953.832,54827.586,34732.19,52267.125
YDL061C,29928.078,34068.117,22475.107,38985.07,31779.24,32464.99,20322.71,39523.625,23982.652,41389.797,38193.125,39447.113,18927.559,39473.426,24086.342,39626.65,18726.621,33972.094,19773.463,33697.605,17591.293,34391.734,21151.648,36586.066
YBL026W,14477.645,20094.738,14790.789,19332.31,13062.514,19998.166,12193.979,19061.127,19538.076,18328.62,12703.251,19646.115,11368.745,15853.282,11220.638,16108.264,10926.378,17321.977,10468.299,16377.002,9747.084,20239.04,12656.439,19152.39
YOR260W,2854.6074,4313.4385,3579.2625,4333.872,2443.069,4489.721,3325.1165,4356.8735,2691.5093,5304.235,2465.077,3798.0947,2699.3064,4414.084,2909.8013,2898.726,3248.7007,3037.9888,2474.6956,3229.0547,2471.0588,4191.0034,2429.5942,3867.0386
YER053C,9137.822,14968,10501.09,16352.11,9700.267,15494.198,12877.521,19079.705,13864.91,19166.014,11330.456,17459.994,13583.462,17537.871,10599.431,14972.82,10700.938,16050.693,8400.112,13125.15,8356.149,14421.403,10024.697,16549.094
YAL060W,9555.079,14888.47,10247.038,13068.074,9097.92,10431.92,7839.597,10394.706,9863.772,11312.309,8423.118,9368.049,8389.856,11228.075,8490.754,9424.039,6626.1035,9246.731,7832.32,8248.011,7792.7354,8888.459,7347.8384,10282.278
YGL246C,8423.7705,8374.681,5173.5166,9669.558,4451.001,9152.35,9591.019,9175.316,8631.799,8361.522,6882.1606,8005.0493,5573.586,7847.7144,4943.955,7171.229,4529.149,8120.9785,7265.4536,7500.189,4301.289,7322.1543,3959.652,7474.5527
YKL195W,10952.412,15369.039,12930.324,15727.563,9495.45,15838.24,14134.346,15286.701,11654.064,14662.233,11627.17,14203.278,10772.44,13700.022,9226.127,11693.912,9961.875,12360.691,8914.08,10822.03,9433.766,11641.401,9668.355,12527.823
YOR110W,1969.2634,2395.3496,2249.1218,2528.5166,941.94806,2482.1758,2404.728,2848.2266,2142.58,2401.8306,2292.4292,2221.296,2062.111,2150.809,1916.4148,2091.676,2107.4897,2468.2139,1907.991,2041.5125,1359.8372,2358.0054,1803.3794,2437.8335
YER089C,12591.318,11372.673,9622.514,11991.032,11671.211,12615.34,10091.838,14544.592,10767.6045,12649.27,8926.236,13013.346,9869.833,10408.367,7767.815,10137.917,7580.9756,10214.195,8953.157,9095.791,10231.34,10026.314,11403.541,8931.537
YKR049C,11735.008,11963.513,10151.645,12332.324,11442.859,11833.878,12326.387,13685.315,10704.28,12241.566,9000.725,12541.017,8981.766,9688.185,9104.038,9006.144,9153.726,9272.808,8565.547,9031.058,9919.645,10375.187,9756.174,10356.096
