Name_Category,ESM356Leu_D_1_1,ESM356Leu_D_1_2,ESM356Leu_D_2_1,ESM356Leu_D_2_2,ESM356Leu_D_3_1,ESM356Leu_D_3_2,ESM356Leu_H_1_1,ESM356Leu_H_1_2,ESM356Leu_H_2_1,ESM356Leu_H_2_2,ESM356Leu_H_3_1,ESM356Leu_H_3_2,Clb2_D_1_1,Clb2_D_1_2,Clb2_D_2_1,Clb2_D_2_2,Clb2_D_3_1,Clb2_D_3_2,Clb2_H_1_1,Clb2_H_1_2,Clb2_H_2_1,Clb2_H_2_2,Clb2_H_3_1,Clb2_H_3_2
YDR056C,7812.7256,9491.402,8688.883,10365.503,8751.485,9586.492,7845.6865,9618.034,9831.813,11133.573,7854.5977,9036.6875,7482.53,9358.082,2413.3792,8954.129,7623.9365,8687.951,6353.878,9534.875,7955.0913,8515.06,8792.244,9851.155
YGL038C,2807.0322,3026.4492,3003.58,3620.1414,3313.3813,3285.3374,2826.629,2826.5317,3304.5967,3166.168,2538.441,2836.3296,2604.087,2855.7817,2088.2935,2738.6433,1884.3982,2865.7761,1642.0548,2844.6077,2794.3657,2402.4136,3190.0557,2735.6694
YOR160W,1830.6658,2958.8755,2934.7222,2616.1514,2567.2483,2221.085,2200.6316,3020.7158,2191.8281,2338.2017,1858.1428,2383.7314,1737.0386,2031.6897,1635.2078,2796.8975,1796.3469,2601.687,1678.5173,2190.3044,1528.3058,2112.846,2860.3455,2180.1282
YBL090W,25706.451,24054.283,21124.027,24137.213,23291.162,24225.166,22232.475,19928.121,19030.79,20506.44,19416.445,20913.775,24025.648,20618.816,18737.89,18759.342,18832.424,18724.818,14510.543,15592.31,15524.745,17219.406,25899.375,20048.197
YOL096C,5101.5137,4551.1304,4659.2,6828.627,6417.6455,5751.221,3730.0962,4548.544,6349.979,5077.2505,3826.38,3999.2483,5383.7515,4463.486,4364.2915,4422.08,5610.4194,4071.5518,2794.7668,4712.8213,3715.6172,3490.3823,7516.06,6627.92
YPL105C,7927.681,3474.2153,3229.9941,5462.6123,6271.206,5063.7173,7600.4365,6751.0845,3700.7512,5695.638,3277.6956,4740.9893,5261.871,5749.354,4706.0566,3937.4658,4830.3604,6458.897,6269.778,4747.085,3953.1726,4044.9102,5357.0176,6733.6167
YJL130C,62472.06,68869.52,63470.84,35277.055,42055.656,68681.66,63744.953,75070.25,60998.824,72307.516,62049.984,73493.37,68251.734,76123.75,66304,25259.238,64670.14,78793.414,69779.74,41328.633,46259.945,39367.805,74978.05,85934.734
YBL079W,20209.457,21405.574,17397.133,21131.957,23766.455,21012.639,24923.934,23217.117,9228.492,27014.154,19064.178,23749.914,24704.07,23148.926,22369.11,4667.158,24059.496,24304.93,26388.615,22998.307,20428.58,4988.8027,25112.588,27669.873
YGR256W,39150.027,41534.137,40370.477,47282.75,40637.38,42426.57,33508.152,33347.5,34372.97,39902.5,31191.336,30107.008,44613.523,45171.19,36501.832,26236.645,38630.055,43902.08,33039.53,37327.8,28307.172,20712.82,34352.51,36196.125
YOR116C,13653.384,14937.134,13985.481,15594.389,13928.905,15000.465,11344.79,12530.753,11420.226,12278.508,10121.881,12005.238,15923.879,17005.71,14132.115,6765.4414,13527.783,15620.037,12764.074,14351.861,11037.449,12853.186,11035.373,14848.151
YPL129W,25332.24,26100.838,25655.16,25889.031,29870.19,28211.852,25417.172,24368.387,21562.746,32709.027,25091.787,24218.693,24948.568,27313.271,20643.055,21400.232,24015.34,28842.066,24498.959,28316.832,20050.941,21614.416,23089.705,29057.701
YGR143W,5981.7256,5868.1426,6600.1533,4477.152,7242.1226,5902.0615,5785.574,5013.745,3547.3413,5512.03,5082.725,4124.554,5500.5415,5948.446,5869.659,6171.0117,5789.233,4894.4746,5350.631,4759.16,4157.045,3978.3042,5161.0195,5622.7617
YPL017C,4458.7983,5276.82,4198.275,4401.031,6312.002,4556.3335,4114.9365,4787.524,4283.89,6583.1343,4202.854,3946.3027,5271.144,5373.1562,5484.884,6088.1465,4282.464,4256.598,4932.9985,3451.6113,3930.1865,3285.4385,3990.4106,5143.5376
YLL040C,33243.742,35019.555,36288.31,33565.043,35526.18,36318.715,33608.88,10294.622,7766.676,38161.727,33491.63,36248.05,35679.65,38328.566,36261.477,38744.55,32579.873,10189.383,32241.744,35544.684,32748.732,35419.812,37309.93,41375.227
YNL216W,10658.494,10112.756,9628.97,11640.757,10033.467,10313.396,12191.01,10579.789,2486.2473,14409.819,11172.512,13471.063,11049.166,10775.27,13075.783,12723.729,13684.996,5225.657,12137.687,7004.1685,12402.068,4946.4395,13824.455,16619.066
YGL189C,155573.36,146461.95,148922.23,156259.16,159362.81,160207.22,143906.75,140184.31,137338.77,154356.94,154020.05,218435.98,175047.95,171823.1,177805.33,178365.58,166688.6,56356.715,159939.6,170167.7,167168.97,176497.38,174631.4,176946.77
YFL041W,13929.586,16339.68,14237.508,18035.941,15827.889,17486.102,13418.069,11068.575,8638.704,15966.525,12875.393,13825.52,16706.908,12774.247,16396.234,17163.316,16805.785,12036.127,13258.773,14370.773,12721.943,13939.1455,14986.578,14883.309
YLR418C,8325.18,7093.727,8774.8545,7007.333,8361.265,7027.4717,8275.6875,6732.6636,8183.2705,7382.4004,4702.588,7816.4844,7500.9937,8801.56,7287.2266,7717.0195,6346.7324,8472.434,7415.4165,8668.633,7779.509,7592.3765,5296.569,7101.492
YBR196C,598669.94,484301.28,646936.5,529353.3,668577.25,522589.06,619797.1,494500.38,687264,543556.1,371793.3,508172.2,555693.5,564740.9,561040.75,572305.56,528346.1,527204.8,541426.9,561612.1,519130.9,561769.6,552616.94,570438
YEL060C,371055.12,295247.3,373320.25,309429.72,326127.47,323716.62,312952.94,251177.12,339080.2,250072.1,320430.38,308310,366496.88,362602.25,354526.16,338893.06,275209.5,315504.06,295532.56,295678.25,298606.2,296190.94,335517.12,318227.25
YNL135C,280418.44,231096,271448,280251,267841.25,267604.38,262774.44,208837.06,284676.25,241079.44,268365.7,238971.47,268074.53,272664.7,280003.66,252757.53,243869.88,253435.28,247596.23,251278.14,257046.16,249665.78,297300.88,268650.3
YJR073C,23707.37,18528.902,22634.322,22754.879,20141.324,22526.102,22209.16,15466.535,21827.12,19727.982,20812.604,23255.963,21474.178,23201.121,21180.506,22251.836,20287.348,20262.062,21034.918,23568.28,19563.574,20954.064,21150.152,22173.082
YLR178C,80885.99,74338.26,88817.09,79496.95,79098.58,77165.08,77257.33,51390.992,84392.65,78560.266,78936.76,74212.51,84629.25,80215.98,70620.76,71356.836,76289.875,77655.945,92029.25,77584.43,82879,77064.38,67999.32,68351.97
YOR251C,36707.117,34080.082,39917.15,33327.562,34850.08,33563.07,38730.082,24949.86,39706.242,27728.385,38962.008,32765.732,37433.516,34768.215,42095.887,34381.516,39982.598,35907.4,42028.96,36269.33,26833.746,35977.17,37220.523,33785.38
YER036C,58578.383,61302.105,61440.688,51290.727,64275.902,57133.465,64531.457,41883.44,68756.21,51665.39,67467.875,54342.324,67219.69,55135.504,65306.63,53390.086,65863.78,60877.156,70309.74,60102.688,66836.22,57198.98,55958.543,63894.453
YLR113W,17019.73,16061.328,18028.291,15585.582,18689.584,16608.965,16006.0625,10819.311,17222.314,17712.07,16641.459,16358.159,18118.328,17660.28,18281.639,17641.625,17083.77,16822.656,17114.59,17493.701,15679.525,17303.68,17861.566,16683.94
YLR447C,50236.97,44558,54024.94,50899.375,59826.504,48937.383,54581.703,31424.441,54891.99,49337.1,44020.53,44762.945,53626.227,50575.008,51099.5,50951.137,52238.938,50058.67,54473.254,52505.016,47578.234,48152.695,52197.266,49213.89
YLR291C,8055.065,6331.3804,8553.498,7750.215,7924.666,6394.6343,8237.113,7014.829,6852.203,7689.209,6775.675,8273.303,6624.871,9357.384,6730.564,7770.918,8889.894,7131.3867,8702.701,7850.948,6917.4844,6013.0107,9190.14,10362.84
YBR241C,6264.4023,5806.2207,6674.8926,6700.66,6608.7285,6630.0503,7573.828,5178.345,6234.2686,6115.88,4178.286,6280.5923,5054.3403,6407.9204,4944.919,5633.748,7717.3604,6855.4087,6927.029,5912.3486,6604.748,6213.3745,6631.8765,6556.1196
YCR077C,8024.61,8180.883,9991.36,8608.152,11415.18,8860.701,7395.3345,8265.276,8634.181,9402.61,7574.9634,9014.723,7675.21,8929.855,8728.913,7898.7095,10093.329,9926.315,8900.754,10050.532,8841.972,10396.621,9593.925,10787.018
YCR004C,101093.85,80648.12,87659.92,105837.81,93109.73,91275.58,78620.47,82246.16,89469.99,115182.17,81100.35,109870.89,93675.27,83304.766,91306.32,93955.805,84699.23,95302.234,107451.44,96687.875,93042.75,94173.14,88404.72,93092.67
YER004W,14440.4,14889.717,14605.584,16395.365,15384.191,13090.209,14348.619,11440.6455,10671.81,18367.566,15962.303,17051.857,17862.873,16855.133,17121.18,14571.368,15278.33,17012.465,16475.803,17411.143,16024.269,13392.677,16913.75,16662.982
YHR216W,17494.412,17067.826,14867.03,18923.648,14680.1455,16125.306,16899.596,18179.936,12973.609,17411.406,16321.831,15532.669,17718.943,18528.27,19194.031,19145.258,14412.708,14776.177,18808.336,18685.027,17277.867,18322.73,13434.011,15153.876
YDR381W,50851.555,52421.51,34103.14,60800.945,49289.336,59658.344,44920.773,39174.93,39747.227,54665.027,52434.348,56167.07,49898.88,51374.145,59174.516,60645.83,47085.125,53658.586,50802.074,54824.723,46820.42,54831.68,41863.41,52192.316
YLR250W,14721.8955,16523.78,14784.806,18126.104,14572.789,17581.518,13417.271,15629.157,13708.982,17111.299,14389.928,13126.077,15040.342,18446.568,16464.086,13821.508,13666.02,13880.939,15565.737,13700.802,14955.279,15753.586,13925.433,13459.166
YGR001C,25439.459,24415.424,22834.441,27720.852,27292.66,28313.34,23217.018,24219.61,20741.99,27064.014,26613.287,24063.39,25592.916,26039.486,26633.258,18188.92,24961.05,27961.518,24312.861,19289.98,24282.367,26690.76,29032.922,28306.012
YGL049C,7083.1084,8599.051,6870.746,6739.0522,7188.699,8352.988,7167.3423,6887.0015,7324.385,7648.2256,5901.255,8709.131,6748.6113,8355.403,7869.8896,6369.9326,7777.0557,6564.1733,6607.6577,6088.0454,6929.5073,8240.28,7495.0723,7027.5254
YOR281C,5398.1387,7876.514,6789.532,7093.4873,6337.8975,7522.9463,7596.168,6929.3574,6564.015,6430.088,7240.231,6884.494,7135.596,8099.1807,7816.749,7065.1577,6390.979,7408.8486,7203.997,4836.6313,7356.457,8348.503,7234.564,7040.417
YLR126C,9198.242,7246.2896,8137.124,8258.581,9024.133,7737.4897,6093.842,5807.639,6433.7666,5956.7227,5698.9395,5319.9365,7894.424,7338.3013,8783.256,7797.752,8620.66,7387.476,6472.062,9297.84,5603.73,5869.9834,7015.6577,6331.8115
YGL055W,12238.025,12605.354,9639.297,14576.303,10402.881,13271.34,9568.245,9253.684,6258.8833,8288.112,11040.125,9471.061,12618.249,12318.718,13119.383,11944.285,9578.86,11438.682,9810.677,8944.828,8982.4375,8301.09,9625.34,8627.748
YOL084W,6303.748,5524.579,6810.168,6224.105,7482.5645,7573.971,3855.168,3946.522,4569.2397,4512.6445,3319.5762,3186.561,7800.0127,7041.776,7063.9062,7894.873,7905.2637,7980.18,5399.4062,5574.614,4371.5405,4311.0615,6247.8237,5977.434
YPL223C,38972.977,43865.816,42990.805,49070.703,45790.04,54686.793,21552.605,23275.61,26412.848,28024.875,16264.024,17491.74,48479.297,54355.156,45501.33,52621.117,49362.477,57897.508,24948.307,29961.625,19004.86,21324.225,29014.273,33004.63
YLR056W,5337.858,6303.8066,6798.859,10019.432,5654.8677,5342.048,4449.0835,4263.656,4353.993,5632.538,4365.5396,2580.5845,5923.8286,5568.3457,4976.1943,5748.613,4425.616,6682.4595,3460.7966,5367.873,3254.3154,4891.4824,4320.881,5202.8257
YPL222W,6714.956,5914.2954,7000.9077,6514.706,7250.634,7020.411,6293.6357,5014.8965,4604.667,5267.356,5656.7227,5283.635,7241.5864,6849.7236,6945.572,6890.6885,6914.0264,6872.298,5351.46,6365.1533,5711.6455,4982.3877,6828.726,6163.404
YDL110C,66808.88,63621.97,75480.01,69649.62,68602.46,69303.984,55608.47,56364.152,56104.883,55872.46,50383.605,53748.54,69624.234,70580.37,68555.87,73148.94,68564.34,71739.92,53896.508,59301.344,51168.43,52931.508,71030.45,61719.03
YLR342W,14478.949,14696.254,13305.382,15056.776,15296.201,13462.119,11944.992,12925.35,11902.353,11983.16,12276.8,9627.213,14808.12,15907.127,15956.875,15507.648,16051.179,14827.938,12725.443,10695.682,13297.946,11635.105,14544.624,12573.826
YLL015W,3084.4875,2906.1287,2804.3516,2916.1714,3073.8445,3128.8118,2622.9463,2649.5898,2642.0286,2669.128,2718.6826,2340.469,3248.9575,2890.3494,3109.848,2582.307,3125.8684,2808.3652,2443.1958,2620.3447,2243.3374,2520.8506,3015.7593,2808.1863
YER103W,189028.22,183931.94,203209.56,192000.1,198444.33,206727.31,182793.5,167246.72,180699.39,170216.06,158040.62,141878.25,196774.1,180670.64,189549.78,172001.16,198065.69,181909.98,178503.08,166524.28,162634.94,154241.97,170028.64,165068.88
YOR215C,37089.562,30964.51,38094.39,33761.34,36053.992,33358.242,33592.215,30113.184,34059.375,29505.488,32431.676,28151.002,38277.676,35200.39,36387.418,35369.25,37317.062,35440.188,35221.695,31977.936,30929.68,30022.676,33452.652,32511.648
YFR041C,5734.9653,5377.4453,6133.2397,5757.1055,6326.573,5449.207,5487.2197,5141.5195,5608.406,5281.699,5581.2983,5141.3716,6938.6035,5890.1562,6683.418,6485.839,6403.8867,6159.6045,5664.1025,5398.1094,5284.4062,4993.691,5871.7183,5528.504
YDR074W,72630.625,69689.734,74343.11,72160.125,73846.5,67978.26,61370.797,70507.99,69275.61,68627.11,63757.297,58828.984,78147.68,72529.734,74944.17,70029.88,74160.13,75685.02,63772.26,69859.055,63255.35,62301.723,71548.56,70682.37
YML128C,90189.28,83409.89,92600.305,87203.2,89688.62,81797.12,81081.28,83832.78,86320.83,83424.664,74650.33,72741.91,97047.09,99239.836,89539.414,93985.8,98338.91,93769.13,89685.016,88586.25,82355.95,81060.83,90427.16,90250.914
YDR294C,15969.747,15679.385,15980.258,15938.291,16875.496,16312.458,13671.618,14230.662,16481.127,13268.177,13424.34,14364.534,15679.367,16106.604,16100.369,17074.97,15191.959,16010.047,13576.746,14656.73,13859.846,14542.862,14828.494,15007.744
YLR043C,129802.29,124676.44,139020,132538.64,134971.34,136055.75,127070.66,123060.17,135105.08,125241.47,124340.95,121305.09,152560.88,138339.84,145186.84,142658.28,145209.8,128997.06,133545.06,128770.125,138202.25,128746.67,139496.92,142896.73
YKL165C,17840.105,16640.38,18890.816,18107.812,18829.076,18210.885,15961.74,16407.697,17091.527,17434.895,17037.422,16490.016,19375.834,18463.45,21546.67,19177.232,18395.258,17958.55,16912.352,17424.918,16881.633,17177.398,18772.61,19599.225
YAR002C-A,27618.635,25979.672,37500.64,27630.762,31647.936,30077.854,27149.709,26343.799,28017.084,28545.4,28599.14,28867.13,34055.047,32836.06,38472.883,35199.797,37012.684,32311.508,30534.213,31170.965,29373.934,33341.137,29616.998,33491.97
YKL039W,13041.188,12669.115,13812.055,13191.113,12922.35,13190.468,11825.641,12578.018,12653.262,12037.819,10727.831,11543.071,13930.664,13860.17,12245.362,12671.899,12330.855,12603.925,12772.167,13660.918,12344.879,13241.143,11857.912,13876.526
YLR388W,75766.484,74606.64,72979.26,77716.74,75639.07,78694.64,55946.92,77603.375,65299.145,76670.22,61395.4,71694.77,85169.87,87228.91,82133.805,77806.61,69434.445,74642.45,77089.79,76494.92,73075.48,81147.71,75809.83,79941.93
YMR174C,21654.352,21643.627,22875.453,23632.424,22345.227,22243.678,19184.555,22116.29,20775.598,21460.746,18412.586,20112.803,24063.953,24513.164,23435.87,23413.902,23756.5,22545.336,21460.375,22631.625,21057.932,22832.342,22713.8,24016.717
YJL173C,18039.387,17789.346,17397.477,18224.11,17695.566,18631.805,16322.67,18201.621,17765.967,18934.004,14243.884,17390.01,19421.867,19828.094,19126.705,21567.076,20197.43,17665.37,18235.588,18212.578,17610.012,18444.084,16750.293,19302.04
YOL030W,31568.727,32721.525,32508.098,34391.22,30640.879,33371.63,28924.547,30960.578,31762.152,31978.91,29201.08,31328.334,33558.82,36274.832,35047.805,36087.7,33402.84,34591.46,32086.047,33296.164,32260.375,32911.273,33838.887,34895.543
YDR385W,477451.94,382839.88,387881.72,435082.16,385519.47,424799.8,358588.22,400889.03,400528.56,428314.7,356420.6,413093.5,425535.62,526282.4,428186.2,504306.16,408849,463222.88,409590.2,481365.66,389540.94,486871.4,433458.6,504493.97
YMR202W,28035.783,23875.398,28215.742,27619.828,27863.621,28177.895,23177.393,21791.35,24237.482,25889.176,25174.602,26028.459,27012.27,29833.406,26654.988,30847.44,25724.139,28396.969,21491.688,26057.545,26736.459,30695.287,23922.746,29052.383
YHR021C,179274.73,173756,174273.48,190225.62,176219.83,189715.2,153992.03,177809.75,155507.28,182565.6,178281,183224.84,180487.03,209457.97,238207.69,211458.75,186123.36,185238.64,195944.81,204552.31,203818.44,213225.64,198474.03,208349.14
YGL228W,13555.738,13473.521,13866.5205,14247.181,13511.955,15597.08,12942.199,13907.613,13491.936,14559.824,14384.084,14408.254,15665.874,17222.713,16910.375,16842.002,14895.503,14765.135,13831.86,15496.008,14346.076,16143.885,15456.811,15738.851
YIL155C,31353.111,34146.195,30525.29,33657.457,29501.033,30609.719,25849.629,32234.648,26457.049,31678.82,25761.352,28024.812,33486.34,36788.477,29464.59,37577.89,33129.273,36190.258,29375.582,31128.137,31432.873,30558.785,32328.326,35980.152
YBL080C,6404.047,6941.638,6344.984,7519.2607,6207.9355,6297.69,5799.032,6981.419,5260.4985,6627.1143,5243.928,5996.416,6934.8906,7643.973,6441.16,7738.676,6296.675,7444.552,6225.5225,7547.7217,5634.741,6262.578,6605.7847,7210.356
YKL114C,6398.591,6637.1445,6193.4253,7432.8096,7197.687,6373.522,5990.927,6325.957,5710.244,7111.7188,5948.9746,6865.742,7249.115,7509.6943,7422.1035,8341.172,7006.503,8104.186,6201.6064,6969.6055,6599.7363,7027.4937,7405.672,8383.315
YER074W,143174.55,149274.89,137499.22,164838.03,136161.97,150060.75,137657.11,149772.03,104690.805,137671.2,139447.27,144287.02,160525.3,179341.1,154153.05,164963.17,146928.67,158392.67,139972.92,167508.75,162079.62,170328.39,156600.19,161711.5
YNL030W,175399.9,192426.77,184827.22,215937.66,188602.38,183603.66,160965.69,185788.12,153742.33,174943.64,149168.03,209349.02,206041.38,222106.83,216071.52,226635.28,200211.56,215936.16,187272.38,199709.98,197410.55,211025.27,190050.88,182111.72
YLR378C,20277.291,22410.422,21194.95,23147.246,20966.273,23543.74,17972.482,17472.541,17000.277,21622.904,20105.648,22262.264,21772.938,24390.312,24525.938,24270.232,20347.111,22027.32,18799.54,21086.373,21314.432,23108.633,20291.643,23758.05
YIL005W,5491.996,7429.2676,5989.8345,7322.1763,6146.8105,6871.2646,4898.268,6456.381,5029.113,6853.1094,5631.922,6739.271,6723.5103,6934.336,6826.528,6953.663,5904.6543,6619.5156,5728.247,6733.752,6028.6294,6975.1284,5635.9717,6930.8853
YBR097W,8731.24,8087.565,6604.781,7392.9326,8545.171,8516.654,4793.9907,7083.326,6174.0806,6465.1055,6918.3267,8704.273,9173.811,9024.789,9081.015,9529.376,8226.603,9096.51,6288.296,7820.5337,7920.132,8727.139,7307.5835,8711.179
YMR108W,146099.27,142005.12,130294.2,145813.9,174481.28,167488.56,120888.016,117543.555,132996.14,132354.89,144714.23,133419.16,174767.77,190026.56,190843.06,201313.25,182750,177227.3,148346.44,160199.42,138147.69,162800.1,165255.64,173091.45
